"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.962787478E1,-7.236474752E-1,5.768230438E0,7.766191959E0
2.962988816E1,-7.428010702E-1,5.777807236E0,7.770980358E0
2.963189884E1,-7.236474752E-1,5.777807236E0,7.770980358E0
2.963390972E1,-7.092822790E-1,5.796960831E0,7.775768757E0
2.963592087E1,-6.949170232E-1,5.811326027E0,7.804499149E0
2.963793212E1,-6.757634282E-1,5.830479622E0,7.828441143E0
2.963994368E1,-6.709750295E-1,5.811326027E0,7.852383137E0
2.964195545E1,-6.518214345E-1,5.820902824E0,7.914632320E0
2.964396759E1,-6.661866307E-1,5.816114426E0,7.933785915E0
2.964598004E1,-6.566098332E-1,5.811326027E0,7.957727909E0
2.964799280E1,-6.757634282E-1,5.801749229E0,7.991246700E0
2.965000582E1,-6.757634282E-1,5.787384033E0,7.976881504E0
2.965201894E1,-6.949170232E-1,5.792172432E0,7.996035099E0
2.965403228E1,-6.997054219E-1,5.801749229E0,8.005612373E0
2.965604571E1,-7.092822790E-1,5.787384033E0,8.010400772E0
2.965805925E1,-6.901286244E-1,5.801749229E0,8.039131165E0
2.966007280E1,-7.140706778E-1,5.811326027E0,8.058284760E0
2.966208175E1,-6.997054219E-1,5.820902824E0,8.043919563E0
2.966409102E1,-6.997054219E-1,5.830479622E0,8.058284760E0
2.966610050E1,-7.140706778E-1,5.844844818E0,8.077438354E0
2.966811050E1,-7.044938207E-1,5.859210014E0,8.067861557E0
2.967012082E1,-6.949170232E-1,5.844844818E0,8.067861557E0
2.967213175E1,-7.140706778E-1,5.849633217E0,8.053496361E0
2.967414332E1,-7.236474752E-1,5.849633217E0,8.063073158E0
2.967615540E1,-7.523778677E-1,5.830479622E0,8.067861557E0
2.967816795E1,-7.858967185E-1,5.825691223E0,8.077438354E0
2.968018108E1,-7.906851172E-1,5.811326027E0,8.067861557E0
2.968219478E1,-8.146271110E-1,5.777807236E0,8.063073158E0
2.968420894E1,-8.289923668E-1,5.801749229E0,8.063073158E0
2.968622327E1,-8.194155097E-1,5.787384033E0,8.048707962E0
2.968823785E1,-8.098387122E-1,5.782595634E0,8.043919563E0
2.969025259E1,-7.763199210E-1,5.796960831E0,8.015189171E0
2.969226738E1,-7.523778677E-1,5.787384033E0,7.981669903E0
2.969428165E1,-7.284358740E-1,5.782595634E0,7.943362713E0
2.969628816E1,-7.044938207E-1,5.773018837E0,7.924209118E0
2.969829514E1,-6.997054219E-1,5.782595634E0,7.881113529E0
2.970030269E1,-7.140706778E-1,5.758653641E0,7.852383137E0
2.970231102E1,-7.140706778E-1,5.749076843E0,7.823652744E0
2.970432024E1,-7.428010702E-1,5.720346451E0,7.790133953E0
2.970633024E1,-7.763199210E-1,5.710769653E0,7.742249966E0
2.970834134E1,-7.954735160E-1,5.667674065E0,7.737461567E0
2.971035327E1,-7.858967185E-1,5.662885666E0,7.708730698E0
2.971236602E1,-8.194155097E-1,5.667674065E0,7.689577103E0
2.971437957E1,-8.002619147E-1,5.662885666E0,7.684788704E0
2.971639384E1,-8.194155097E-1,5.686827660E0,7.675211906E0
2.971840889E1,-8.098387122E-1,5.658097267E0,7.708730698E0
2.972042452E1,-8.194155097E-1,5.686827660E0,7.703942299E0
2.972244061E1,-8.098387122E-1,5.682039261E0,7.723096371E0
2.972445696E1,-8.242039084E-1,5.672462463E0,7.747038364E0
2.972647269E1,-8.242039084E-1,5.682039261E0,7.761403561E0
2.972848842E1,-8.289923668E-1,5.662885666E0,7.775768757E0
2.973050045E1,-8.289923668E-1,5.658097267E0,7.799710751E0
2.973251248E1,-8.289923668E-1,5.653308868E0,7.833229542E0
2.973452452E1,-8.098387122E-1,5.658097267E0,7.857171535E0
2.973653358E1,-8.002619147E-1,5.658097267E0,7.890690327E0
2.973854290E1,-8.002619147E-1,5.672462463E0,7.909843922E0
2.974055259E1,-7.571662664E-1,5.672462463E0,7.919420719E0
2.974256274E1,-7.715315223E-1,5.686827660E0,7.952939510E0
2.974457337E1,-7.188590765E-1,5.686827660E0,7.957727909E0
2.974658436E1,-7.188590765E-1,5.686827660E0,7.976881504E0
2.974859597E1,-7.428010702E-1,5.720346451E0,7.976881504E0
2.975060816E1,-7.380126715E-1,5.710769653E0,7.991246700E0
2.975262092E1,-7.284358740E-1,5.715558052E0,7.981669903E0
2.975463420E1,-7.332242727E-1,5.705981255E0,7.972093105E0
2.975664774E1,-7.428010702E-1,5.710769653E0,7.991246700E0
2.975866175E1,-7.475894690E-1,5.720346451E0,7.972093105E0
2.976067603E1,-7.428010702E-1,5.710769653E0,7.972093105E0
2.976269050E1,-7.428010702E-1,5.715558052E0,7.952939510E0
2.976470509E1,-7.523778677E-1,5.715558052E0,7.952939510E0
2.976671587E1,-7.475894690E-1,5.720346451E0,7.924209118E0
2.976872691E1,-7.523778677E-1,5.720346451E0,7.919420719E0
2.977073816E1,-7.475894690E-1,5.729923248E0,7.909843922E0
2.977274972E1,-7.332242727E-1,5.720346451E0,7.909843922E0
2.977476155E1,-7.428010702E-1,5.710769653E0,7.900267124E0
2.977677347E1,-7.380126715E-1,5.710769653E0,7.895478725E0
2.977878577E1,-7.667431235E-1,5.705981255E0,7.871536732E0
2.978079832E1,-7.284358740E-1,5.677250862E0,7.871536732E0
2.978281118E1,-7.475894690E-1,5.691616058E0,7.857171535E0
2.978482425E1,-7.188590765E-1,5.696404457E0,7.828441143E0
2.978683733E1,-7.092822790E-1,5.696404457E0,7.818864346E0
2.978885056E1,-6.949170232E-1,5.686827660E0,7.814075947E0
2.979086384E1,-6.757634282E-1,5.701192856E0,7.775768757E0
2.979287717E1,-6.805518270E-1,5.662885666E0,7.766191959E0
2.979489050E1,-6.709750295E-1,5.691616058E0,7.751826763E0
2.979689842E1,-6.709750295E-1,5.677250862E0,7.751826763E0
2.979890670E1,-6.709750295E-1,5.667674065E0,7.742249966E0
2.980091545E1,-6.805518270E-1,5.648520470E0,7.751826763E0
2.980292483E1,-6.805518270E-1,5.648520470E0,7.790133953E0
2.980493488E1,-6.709750295E-1,5.648520470E0,7.799710751E0
2.980694550E1,-6.661866307E-1,5.638943672E0,7.838017941E0
2.980895696E1,-6.805518270E-1,5.634155273E0,7.866748333E0
2.981096920E1,-6.470330358E-1,5.643732071E0,7.890690327E0
2.981298222E1,-6.422445774E-1,5.648520470E0,7.924209118E0
2.981499592E1,-6.087257862E-1,5.658097267E0,7.952939510E0
2.981701009E1,-6.183025837E-1,5.672462463E0,7.957727909E0
2.981902478E1,-6.183025837E-1,5.677250862E0,7.981669903E0
2.982103983E1,-6.135141850E-1,5.677250862E0,7.996035099E0
2.982305514E1,-6.039373875E-1,5.672462463E0,7.986458302E0
2.982507056E1,-5.847837925E-1,5.705981255E0,8.000823975E0
2.982708248E1,-5.991489887E-1,5.696404457E0,7.981669903E0
2.982909457E1,-5.943605900E-1,5.677250862E0,7.967304707E0
2.983110675E1,-6.135141850E-1,5.686827660E0,7.938574314E0
2.983311910E1,-6.326677799E-1,5.686827660E0,7.928997517E0
2.983513155E1,-6.470330358E-1,5.672462463E0,7.905055523E0
2.983714290E1,-6.805518270E-1,5.662885666E0,7.885901928E0
2.983915446E1,-6.949170232E-1,5.667674065E0,7.876325130E0
2.984116618E1,-7.140706778E-1,5.667674065E0,7.847594738E0
2.984317811E1,-7.332242727E-1,5.677250862E0,7.842806339E0
2.984519024E1,-7.475894690E-1,5.686827660E0,7.861959934E0
2.984720254E1,-7.571662664E-1,5.701192856E0,7.857171535E0
2.984921504E1,-7.667431235E-1,5.725134850E0,7.857171535E0
2.985122769E1,-7.715315223E-1,5.734711647E0,7.866748333E0
2.985324056E1,-7.763199210E-1,5.744288445E0,7.890690327E0
2.985525353E1,-7.906851172E-1,5.763442039E0,7.924209118E0
2.985726488E1,-8.098387122E-1,5.768230438E0,7.943362713E0
2.985927644E1,-8.433575630E-1,5.768230438E0,7.952939510E0
2.986128821E1,-8.577227592E-1,5.763442039E0,7.976881504E0
2.986330019E1,-8.912416101E-1,5.758653641E0,7.996035099E0
2.986531238E1,-9.151836038E-1,5.739500046E0,8.015189171E0
2.986732462E1,-9.151836038E-1,5.739500046E0,8.034342766E0
2.986933707E1,-9.295488000E-1,5.725134850E0,8.077438354E0
2.987134967E1,-9.295488000E-1,5.753865242E0,8.120533943E0
2.987336243E1,-8.960300088E-1,5.734711647E0,8.144475937E0
2.987537352E1,-8.912416101E-1,5.763442039E0,8.163629532E0
2.987738472E1,-8.433575630E-1,5.782595634E0,8.211513519E0
2.987939597E1,-7.954735160E-1,5.796960831E0,8.201936722E0
2.988140733E1,-7.571662664E-1,5.801749229E0,8.235455513E0
2.988341905E1,-7.475894690E-1,5.806537628E0,8.225878716E0
2.988543113E1,-7.140706778E-1,5.796960831E0,8.230667114E0
2.988744337E1,-6.997054219E-1,5.782595634E0,8.197148323E0
2.988945592E1,-7.140706778E-1,5.758653641E0,8.187571526E0
2.989146858E1,-7.140706778E-1,5.749076843E0,8.173206329E0
2.989348155E1,-6.997054219E-1,5.753865242E0,8.154052734E0
2.989549472E1,-6.997054219E-1,5.768230438E0,8.130110741E0
2.989750795E1,-6.901286244E-1,5.753865242E0,8.096591949E0
2.989952129E1,-6.949170232E-1,5.763442039E0,8.029554367E0
2.990153254E1,-6.805518270E-1,5.749076843E0,8.005612373E0
2.990354399E1,-6.853402257E-1,5.725134850E0,7.962516308E0
2.990555566E1,-7.092822790E-1,5.729923248E0,7.943362713E0
2.990756743E1,-7.044938207E-1,5.749076843E0,7.914632320E0
2.990957946E1,-7.284358740E-1,5.729923248E0,7.914632320E0
2.991159155E1,-7.284358740E-1,5.739500046E0,7.919420719E0
2.991360389E1,-7.284358740E-1,5.744288445E0,7.924209118E0
2.991561644E1,-7.284358740E-1,5.753865242E0,7.919420719E0
2.991762905E1,-7.332242727E-1,5.763442039E0,7.948151112E0
2.991964186E1,-7.380126715E-1,5.773018837E0,7.957727909E0
2.992165452E1,-7.188590765E-1,5.749076843E0,7.976881504E0
2.992366733E1,-7.236474752E-1,5.749076843E0,7.962516308E0
2.992568024E1,-7.284358740E-1,5.734711647E0,7.967304707E0
2.992769259E1,-7.380126715E-1,5.739500046E0,7.957727909E0
2.992970504E1,-7.332242727E-1,5.710769653E0,7.962516308E0
2.993171556E1,-7.284358740E-1,5.715558052E0,7.938574314E0
2.993372634E1,-7.236474752E-1,5.691616058E0,7.924209118E0
2.993573743E1,-6.805518270E-1,5.686827660E0,7.905055523E0
2.993774873E1,-6.470330358E-1,5.667674065E0,7.900267124E0
2.993976035E1,-6.135141850E-1,5.682039261E0,7.876325130E0
2.994177212E1,-5.704185367E-1,5.672462463E0,7.861959934E0
2.994378425E1,-5.315127969E-1,5.672462463E0,7.828441143E0
2.994579686E1,-4.979939461E-1,5.677250862E0,7.790133953E0
2.994780978E1,-2.968810201E-1,5.672462463E0,7.742249966E0
2.994982295E1,-9.576806426E-2,5.734711647E0,7.109581947E0
2.995183618E1,-2.394201756E-1,5.825691223E0,6.592434406E0
2.995384962E1,-3.878606856E-1,5.868786812E0,6.305130005E0
2.995586321E1,-4.596867263E-1,5.859210014E0,6.424840450E0
2.995787686E1,-5.315127969E-1,5.782595634E0,6.769605160E0
2.995989050E1,-6.661866307E-1,5.682039261E0,7.128735542E0
2.996189884E1,-8.002619147E-1,5.581482887E0,7.440580368E0
2.996390748E1,-9.199720025E-1,5.447407246E0,7.646481514E0
2.996591655E1,-1.030105233E0,5.337274075E0,7.847594738E0
2.996792618E1,-1.106719732E0,5.251082897E0,8.058284760E0
2.996993644E1,-1.106719732E0,5.222352505E0,8.230667114E0
2.997194717E1,-1.049258947E0,5.241506100E0,8.393472672E0
2.997395858E1,-9.678560495E-1,5.260659695E0,8.552088737E0
2.997597071E1,-8.912416101E-1,5.313332081E0,8.609549522E0
2.997798358E1,-8.002619147E-1,5.370792866E0,8.614337921E0
2.997999712E1,-7.332242727E-1,5.442618847E0,8.556877136E0
2.998201103E1,-6.613982320E-1,5.471349239E0,8.489839554E0
2.998402540E1,-5.895721912E-1,5.538387299E0,8.417414665E0
2.998604014E1,-5.219359994E-1,5.591059685E0,8.336011887E0
2.998805514E1,-4.357447028E-1,5.619790077E0,8.264185905E0
2.999007024E1,-3.974374831E-1,5.615001678E0,8.173206329E0
2.999208181E1,-3.639186621E-1,5.658097267E0,8.039131165E0
2.999409358E1,-3.687070608E-1,5.682039261E0,7.895478725E0
2.999610535E1,-3.830722570E-1,5.686827660E0,7.770980358E0
2.999811733E1,-4.405331016E-1,5.705981255E0,7.703942299E0
3.000012952E1,-4.644751251E-1,5.715558052E0,7.636904716E0
3.000214170E1,-5.219359994E-1,5.734711647E0,7.598597527E0
3.000415410E1,-5.704185367E-1,5.725134850E0,7.545925140E0
3.000616639E1,-6.422445774E-1,5.729923248E0,7.507617950E0
3.000817894E1,-6.901286244E-1,5.720346451E0,7.483675957E0
3.001019165E1,-7.140706778E-1,5.701192856E0,7.440580368E0
3.001220452E1,-7.475894690E-1,5.691616058E0,7.445368767E0
3.001421748E1,-7.906851172E-1,5.682039261E0,7.426215172E0
3.001622733E1,-8.098387122E-1,5.672462463E0,7.464522362E0
3.001823748E1,-8.242039084E-1,5.662885666E0,7.474099159E0
3.002024795E1,-8.194155097E-1,5.648520470E0,7.488464355E0
3.002225884E1,-8.242039084E-1,5.653308868E0,7.526771545E0
3.002427019E1,-8.146271110E-1,5.638943672E0,7.574655533E0
3.002628181E1,-8.242039084E-1,5.629366875E0,7.632116318E0
3.002829394E1,-8.433575630E-1,5.648520470E0,7.713519096E0
3.003030649E1,-8.625111580E-1,5.653308868E0,7.785345554E0
3.003231946E1,-8.672995567E-1,5.667674065E0,7.885901928E0
3.003433280E1,-8.672995567E-1,5.682039261E0,7.962516308E0
3.003634629E1,-8.529343605E-1,5.696404457E0,8.048707962E0
3.003836009E1,-8.481459618E-1,5.696404457E0,8.125322342E0
3.004037358E1,-8.194155097E-1,5.710769653E0,8.211513519E0
3.004238670E1,-8.002619147E-1,5.729923248E0,8.283339500E0
3.004439811E1,-7.667431235E-1,5.729923248E0,8.350377083E0
3.004640957E1,-7.380126715E-1,5.734711647E0,8.388684273E0
3.004842134E1,-6.757634282E-1,5.739500046E0,8.441955566E0
3.005043337E1,-6.470330358E-1,5.725134850E0,8.465897560E0
3.005244566E1,-6.278793812E-1,5.720346451E0,8.465897560E0
3.005445816E1,-5.991489887E-1,5.729923248E0,8.417414665E0
3.005647071E1,-5.799953341E-1,5.720346451E0,8.388684273E0
3.005848347E1,-5.752069354E-1,5.696404457E0,8.312069893E0
3.006049639E1,-5.752069354E-1,5.677250862E0,8.249820709E0
3.006250946E1,-5.943605900E-1,5.648520470E0,8.177994728E0
3.006452259E1,-5.799953341E-1,5.662885666E0,8.087015152E0
3.006653342E1,-6.087257862E-1,5.648520470E0,8.010400772E0
3.006854452E1,-6.087257862E-1,5.634155273E0,7.952939510E0
3.007055582E1,-5.895721912E-1,5.638943672E0,7.881113529E0
3.007256743E1,-6.230909824E-1,5.619790077E0,7.818864346E0
3.007457931E1,-6.374561787E-1,5.638943672E0,7.770980358E0
3.007659129E1,-6.326677799E-1,5.643732071E0,7.723096371E0
3.007860358E1,-6.422445774E-1,5.629366875E0,7.694365501E0
3.008061613E1,-6.374561787E-1,5.634155273E0,7.680000305E0
3.008262894E1,-6.326677799E-1,5.629366875E0,7.656058311E0
3.008464196E1,-6.518214345E-1,5.648520470E0,7.665635109E0
3.008665498E1,-6.183025837E-1,5.658097267E0,7.641693115E0
3.008866816E1,-6.135141850E-1,5.648520470E0,7.656058311E0
3.009068139E1,-6.183025837E-1,5.638943672E0,7.684788704E0
3.009269467E1,-6.087257862E-1,5.624578476E0,7.694365501E0
3.009470795E1,-6.039373875E-1,5.634155273E0,7.718307495E0
3.009671660E1,-5.799953341E-1,5.619790077E0,7.747038364E0
3.009872556E1,-5.554547906E-1,5.610213280E0,7.751826763E0
3.010073488E1,-5.506663918E-1,5.610213280E0,7.799710751E0
3.010274467E1,-5.363011956E-1,5.610213280E0,7.794922352E0
3.010475504E1,-5.027823448E-1,5.586271286E0,7.809287548E0
3.010676582E1,-4.979939461E-1,5.586271286E0,7.809287548E0
3.010877728E1,-4.979939461E-1,5.567117691E0,7.818864346E0
3.011078941E1,-4.740519226E-1,5.552752495E0,7.833229542E0
3.011280222E1,-4.501099288E-1,5.543175697E0,7.852383137E0
3.011481561E1,-4.405331016E-1,5.533598900E0,7.876325130E0
3.011682936E1,-4.357447028E-1,5.519233704E0,7.871536732E0
3.011884358E1,-4.261679053E-1,5.524022102E0,7.881113529E0
3.012085811E1,-4.548983276E-1,5.514444828E0,7.857171535E0
3.012287290E1,-4.213795066E-1,5.519233704E0,7.861959934E0
3.012488780E1,-4.309563041E-1,5.519233704E0,7.871536732E0
3.012689879E1,-4.309563041E-1,5.519233704E0,7.885901928E0
3.012890998E1,-4.261679053E-1,5.543175697E0,7.914632320E0
3.013092139E1,-4.165911078E-1,5.552752495E0,7.952939510E0
3.013293306E1,-4.022258818E-1,5.538387299E0,7.962516308E0
3.013494498E1,-4.070142806E-1,5.538387299E0,7.986458302E0
3.013695702E1,-3.926490843E-1,5.519233704E0,8.019977570E0
3.013896936E1,-4.022258818E-1,5.504868031E0,8.053496361E0
3.014098196E1,-4.165911078E-1,5.485714436E0,8.110957146E0
3.014299483E1,-4.118026793E-1,5.480926037E0,8.149264336E0
3.014500790E1,-4.118026793E-1,5.480926037E0,8.192359924E0
3.014702097E1,-4.070142806E-1,5.452195644E0,8.221090317E0
3.014903415E1,-3.734954596E-1,5.461772442E0,8.249820709E0
3.015104738E1,-3.830722570E-1,5.452195644E0,8.297704697E0
3.015306066E1,-3.734954596E-1,5.447407246E0,8.336011887E0
3.015507384E1,-3.543418646E-1,5.442618847E0,8.355165482E0
3.015708170E1,-3.543418646E-1,5.428253651E0,8.379107475E0
3.015908993E1,-3.639186621E-1,5.433042049E0,8.403049469E0
3.016109863E1,-3.639186621E-1,5.437830448E0,8.388684273E0
3.016310795E1,-3.830722570E-1,5.437830448E0,8.369530678E0
3.016511795E1,-3.782838583E-1,5.423465252E0,8.364742279E0
3.016712853E1,-3.878606856E-1,5.423465252E0,8.345588684E0
3.016913993E1,-3.974374831E-1,5.447407246E0,8.331223488E0
3.017115212E1,-4.165911078E-1,5.442618847E0,8.336011887E0
3.017316509E1,-4.261679053E-1,5.442618847E0,8.345588684E0
3.017517873E1,-4.453215301E-1,5.466560841E0,8.340800285E0
3.017719280E1,-4.501099288E-1,5.476137638E0,8.326435089E0
3.017920738E1,-4.453215301E-1,5.485714436E0,8.321646690E0
3.018122233E1,-4.501099288E-1,5.490502834E0,8.292916298E0
3.018323759E1,-4.501099288E-1,5.504868031E0,8.259397507E0
3.018525300E1,-4.596867263E-1,5.519233704E0,8.216301918E0
3.018726436E1,-4.692635238E-1,5.509656429E0,8.182783127E0
3.018927592E1,-4.788403511E-1,5.524022102E0,8.130110741E0
3.019128769E1,-4.836287498E-1,5.524022102E0,8.106168747E0
3.019329972E1,-4.788403511E-1,5.524022102E0,8.077438354E0
3.019531196E1,-4.979939461E-1,5.528810501E0,8.053496361E0
3.019732425E1,-4.932055473E-1,5.538387299E0,8.029554367E0
3.019933675E1,-4.932055473E-1,5.538387299E0,8.000823975E0
3.020134941E1,-4.884171486E-1,5.538387299E0,7.986458302E0
3.020336228E1,-5.027823448E-1,5.557540894E0,7.972093105E0
3.020537368E1,-4.788403511E-1,5.562329292E0,7.957727909E0
3.020738519E1,-4.836287498E-1,5.571906090E0,7.909843922E0
3.020939675E1,-4.979939461E-1,5.576694489E0,7.928997517E0
3.021140837E1,-4.884171486E-1,5.571906090E0,7.890690327E0
3.021342024E1,-4.932055473E-1,5.557540894E0,7.871536732E0
3.021543238E1,-4.932055473E-1,5.571906090E0,7.852383137E0
3.021744462E1,-5.171475410E-1,5.562329292E0,7.828441143E0
3.021945712E1,-5.075707436E-1,5.567117691E0,7.838017941E0
3.022146967E1,-5.267243981E-1,5.547964096E0,7.828441143E0
3.022348248E1,-5.219359994E-1,5.543175697E0,7.823652744E0
3.022549550E1,-5.123591423E-1,5.552752495E0,7.842806339E0
3.022750858E1,-5.171475410E-1,5.567117691E0,7.852383137E0
3.022952175E1,-5.123591423E-1,5.543175697E0,7.857171535E0
3.023153274E1,-5.363011956E-1,5.552752495E0,7.866748333E0
3.023354394E1,-5.315127969E-1,5.514444828E0,7.885901928E0
3.023555540E1,-5.027823448E-1,5.504868031E0,7.909843922E0
3.023756696E1,-5.315127969E-1,5.480926037E0,7.919420719E0
3.023957879E1,-5.315127969E-1,5.480926037E0,7.957727909E0
3.024159071E1,-5.363011956E-1,5.476137638E0,7.967304707E0
3.024360295E1,-5.267243981E-1,5.480926037E0,7.986458302E0
3.024561545E1,-5.171475410E-1,5.461772442E0,7.991246700E0
3.024762800E1,-5.315127969E-1,5.456984043E0,7.991246700E0
3.024964082E1,-5.171475410E-1,5.437830448E0,7.991246700E0
3.025165363E1,-5.219359994E-1,5.447407246E0,7.976881504E0
3.025366665E1,-5.075707436E-1,5.447407246E0,7.986458302E0
3.025567983E1,-5.075707436E-1,5.447407246E0,7.967304707E0
3.025769306E1,-5.458779931E-1,5.456984043E0,7.948151112E0
3.025970634E1,-5.315127969E-1,5.452195644E0,7.952939510E0
3.026171571E1,-5.267243981E-1,5.452195644E0,7.957727909E0
3.026372535E1,-5.410895944E-1,5.456984043E0,7.938574314E0
3.026573535E1,-5.315127969E-1,5.461772442E0,7.943362713E0
3.026774561E1,-5.363011956E-1,5.466560841E0,7.948151112E0
3.026975639E1,-5.267243981E-1,5.485714436E0,7.976881504E0
3.027176754E1,-5.075707436E-1,5.495291233E0,7.981669903E0
3.027377925E1,-5.123591423E-1,5.500079632E0,7.981669903E0
3.027579155E1,-4.979939461E-1,5.514444828E0,7.981669903E0
3.027780425E1,-4.979939461E-1,5.519233704E0,8.000823975E0
3.027981748E1,-4.884171486E-1,5.528810501E0,8.005612373E0
3.028183097E1,-4.788403511E-1,5.528810501E0,8.000823975E0
3.028384483E1,-4.788403511E-1,5.509656429E0,8.005612373E0
3.028585899E1,-5.123591423E-1,5.509656429E0,7.986458302E0
3.028787342E1,-4.884171486E-1,5.533598900E0,7.991246700E0
3.028988795E1,-5.075707436E-1,5.514444828E0,8.000823975E0
3.029189868E1,-5.267243981E-1,5.524022102E0,8.015189171E0
3.029390962E1,-5.315127969E-1,5.533598900E0,8.019977570E0
3.029592082E1,-5.554547906E-1,5.528810501E0,8.005612373E0
3.029793217E1,-5.656301379E-1,5.528810501E0,8.015189171E0
3.029994384E1,-5.847837925E-1,5.533598900E0,8.019977570E0
3.030195566E1,-6.087257862E-1,5.533598900E0,8.019977570E0
3.030396780E1,-6.039373875E-1,5.533598900E0,8.000823975E0
3.030598030E1,-6.039373875E-1,5.543175697E0,7.996035099E0
3.030799316E1,-6.087257862E-1,5.547964096E0,7.991246700E0
3.031000629E1,-5.943605900E-1,5.552752495E0,7.962516308E0
3.031201946E1,-5.895721912E-1,5.543175697E0,7.948151112E0
3.031403280E1,-5.847837925E-1,5.543175697E0,7.928997517E0
3.031604623E1,-5.991489887E-1,5.552752495E0,7.924209118E0
3.031805800E1,-5.943605900E-1,5.543175697E0,7.895478725E0
3.032006993E1,-5.991489887E-1,5.547964096E0,7.881113529E0
3.032208175E1,-5.895721912E-1,5.538387299E0,7.871536732E0
3.032409379E1,-5.847837925E-1,5.543175697E0,7.857171535E0
3.032610561E1,-5.991489887E-1,5.533598900E0,7.833229542E0
3.032811769E1,-5.847837925E-1,5.528810501E0,7.838017941E0
3.033012998E1,-5.991489887E-1,5.538387299E0,7.847594738E0
3.033214248E1,-5.752069354E-1,5.547964096E0,7.852383137E0
3.033415514E1,-5.656301379E-1,5.557540894E0,7.847594738E0
3.033616795E1,-5.656301379E-1,5.552752495E0,7.881113529E0
3.033818092E1,-5.458779931E-1,5.547964096E0,7.900267124E0
3.034019394E1,-5.363011956E-1,5.547964096E0,7.933785915E0
3.034220707E1,-5.363011956E-1,5.533598900E0,7.957727909E0
3.034422019E1,-5.363011956E-1,5.552752495E0,8.000823975E0
3.034622936E1,-5.075707436E-1,5.547964096E0,8.029554367E0
3.034823879E1,-5.027823448E-1,5.528810501E0,8.043919563E0
3.035024852E1,-5.123591423E-1,5.533598900E0,8.101380348E0
3.035225868E1,-5.219359994E-1,5.524022102E0,8.125322342E0
3.035426931E1,-5.171475410E-1,5.504868031E0,8.154052734E0
3.035628024E1,-5.506663918E-1,5.514444828E0,8.177994728E0
3.035829175E1,-5.315127969E-1,5.495291233E0,8.187571526E0
3.036030384E1,-5.410895944E-1,5.480926037E0,8.201936722E0
3.036231644E1,-5.315127969E-1,5.495291233E0,8.235455513E0
3.036432957E1,-5.554547906E-1,5.504868031E0,8.225878716E0
3.036634306E1,-5.554547906E-1,5.490502834E0,8.197148323E0
3.036835696E1,-5.602431893E-1,5.490502834E0,8.192359924E0
3.037037097E1,-5.554547906E-1,5.485714436E0,8.149264336E0
3.037238504E1,-5.123591423E-1,5.466560841E0,8.154052734E0
3.037439827E1,-5.219359994E-1,5.461772442E0,8.139687538E0
3.037641149E1,-5.123591423E-1,5.452195644E0,8.144475937E0
3.037842483E1,-5.027823448E-1,5.447407246E0,8.134899139E0
3.038043821E1,-5.075707436E-1,5.423465252E0,8.101380348E0
3.038245160E1,-4.788403511E-1,5.409100056E0,8.101380348E0
3.038446415E1,-4.979939461E-1,5.433042049E0,8.115745544E0
3.038647384E1,-4.979939461E-1,5.437830448E0,8.120533943E0
3.038848373E1,-4.932055473E-1,5.433042049E0,8.163629532E0
3.039049389E1,-5.075707436E-1,5.428253651E0,8.177994728E0
3.039250441E1,-4.932055473E-1,5.456984043E0,8.197148323E0
3.039451535E1,-5.171475410E-1,5.456984043E0,8.182783127E0
3.039652655E1,-5.363011956E-1,5.456984043E0,8.182783127E0
3.039853821E1,-5.704185367E-1,5.442618847E0,8.211513519E0
3.040055035E1,-5.847837925E-1,5.433042049E0,8.182783127E0
3.040256295E1,-6.087257862E-1,5.437830448E0,8.173206329E0
3.040457597E1,-6.422445774E-1,5.442618847E0,8.163629532E0
3.040658915E1,-7.092822790E-1,5.413888454E0,8.154052734E0
3.040860269E1,-7.523778677E-1,5.399523258E0,8.144475937E0
3.041061649E1,-7.811083198E-1,5.409100056E0,8.125322342E0
3.041263045E1,-8.050503135E-1,5.404311657E0,8.125322342E0
3.041464452E1,-8.337807655E-1,5.399523258E0,8.130110741E0
3.041665561E1,-8.529343605E-1,5.394734859E0,8.120533943E0
3.041866691E1,-8.433575630E-1,5.428253651E0,8.101380348E0
3.042067842E1,-8.529343605E-1,5.442618847E0,8.110957146E0
3.042269019E1,-8.481459618E-1,5.466560841E0,8.101380348E0
3.042470217E1,-8.385691643E-1,5.485714436E0,8.110957146E0
3.042671420E1,-8.242039084E-1,5.504868031E0,8.110957146E0
3.042872649E1,-8.002619147E-1,5.524022102E0,8.101380348E0
3.043073899E1,-8.242039084E-1,5.528810501E0,8.063073158E0
3.043275170E1,-8.002619147E-1,5.528810501E0,8.043919563E0
3.043476457E1,-8.002619147E-1,5.509656429E0,8.029554367E0
3.043677655E1,-7.763199210E-1,5.524022102E0,8.024765968E0
3.043878873E1,-7.571662664E-1,5.504868031E0,8.024765968E0
3.044080108E1,-7.332242727E-1,5.509656429E0,8.019977570E0
3.044281363E1,-7.332242727E-1,5.476137638E0,7.991246700E0
3.044482634E1,-7.284358740E-1,5.456984043E0,7.967304707E0
3.044683811E1,-7.236474752E-1,5.461772442E0,7.957727909E0
3.044885009E1,-7.188590765E-1,5.456984043E0,7.943362713E0
3.045086222E1,-7.044938207E-1,5.456984043E0,7.938574314E0
