"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.316672863E1,5.765573680E-2,5.725627299E-3,1.731003635E-3
2.316873629E1,6.298190355E-2,7.856093347E-3,2.796236658E-3
2.317074446E1,5.872096866E-2,5.725627299E-3,7.057168987E-3
2.317275332E1,6.191666797E-2,2.529928461E-3,9.187635034E-3
2.317476295E1,6.298190355E-2,2.529928461E-3,1.025286783E-2
2.317677321E1,6.298190355E-2,-6.657706108E-4,1.344856713E-2
2.317878441E1,6.191666797E-2,-3.861469682E-3,1.557903271E-2
2.318079649E1,6.298190355E-2,-5.991935730E-3,1.664426550E-2
2.318280946E1,6.511236727E-2,-9.187635034E-3,1.770949923E-2
2.318482321E1,6.191666797E-2,-1.131810062E-2,1.983996481E-2
2.318683748E1,6.191666797E-2,-1.344856713E-2,1.983996481E-2
2.318885238E1,6.298190355E-2,-1.664426550E-2,1.983996481E-2
2.319086774E1,6.298190355E-2,-1.664426550E-2,1.877473295E-2
2.319288347E1,6.404713541E-2,-1.877473295E-2,1.983996481E-2
2.319489936E1,6.511236727E-2,-1.770949923E-2,1.983996481E-2
2.319691165E1,6.298190355E-2,-1.664426550E-2,1.770949923E-2
2.319892410E1,6.404713541E-2,-1.238333434E-2,1.664426550E-2
2.320093665E1,6.298190355E-2,-1.131810062E-2,1.877473295E-2
2.320294931E1,6.404713541E-2,-9.187635034E-3,1.770949923E-2
2.320496202E1,6.298190355E-2,-9.187635034E-3,1.557903271E-2
2.320697186E1,6.511236727E-2,-5.991935730E-3,1.664426550E-2
2.320898202E1,6.617759913E-2,-7.057168987E-3,1.344856713E-2
2.321099248E1,6.617759913E-2,-8.122402243E-3,1.238333434E-2
2.321300337E1,6.724283099E-2,-3.861469682E-3,1.025286783E-2
2.321501467E1,6.937330216E-2,-2.796236658E-3,1.131810062E-2
2.321702623E1,7.256899774E-2,3.994623839E-4,9.187635034E-3
2.321903827E1,7.256899774E-2,1.464695437E-3,5.991935730E-3
2.322105071E1,7.363422960E-2,2.529928461E-3,4.926702939E-3
2.322306363E1,7.469946891E-2,1.464695437E-3,2.796236658E-3
2.322507691E1,8.109086752E-2,2.529928461E-3,1.731003635E-3
2.322709035E1,8.215609938E-2,4.660394508E-3,1.731003635E-3
2.322910405E1,8.748225868E-2,3.994623839E-4,-3.994623839E-4
2.323111790E1,8.748225868E-2,-1.731003635E-3,-3.994623839E-4
2.323313191E1,9.387365729E-2,-2.796236658E-3,-2.529928461E-3
2.323514597E1,9.493889660E-2,-5.991935730E-3,-3.595161485E-3
2.323715535E1,1.002650559E-1,-7.057168987E-3,-5.725627299E-3
2.323916504E1,1.002650559E-1,-1.131810062E-2,-7.856093347E-3
2.324117509E1,1.023955271E-1,-1.664426550E-2,-7.856093347E-3
2.324318561E1,1.055912226E-1,-1.877473295E-2,-9.986559860E-3
2.324519660E1,1.119826213E-1,-2.410089783E-2,-8.921326138E-3
2.324720790E1,1.130478531E-1,-2.836182900E-2,-8.921326138E-3
2.324921972E1,1.173087880E-1,-3.155753016E-2,-1.105179265E-2
2.325123207E1,1.194392517E-1,-3.794892505E-2,-1.105179265E-2
2.325324493E1,1.215697154E-1,-4.007939249E-2,-1.318225823E-2
2.325525821E1,1.247654185E-1,-4.327509180E-2,-1.318225823E-2
2.325727175E1,1.268958896E-1,-4.647079110E-2,-1.318225823E-2
2.325928561E1,1.279611140E-1,-4.860125855E-2,-1.318225823E-2
2.326129972E1,1.311568171E-1,-4.647079110E-2,-1.424749196E-2
2.326331399E1,1.354177445E-1,-4.540555924E-2,-1.531272475E-2
2.326532832E1,1.396786869E-1,-4.327509180E-2,-1.531272475E-2
2.326733858E1,1.439396143E-1,-4.434032366E-2,-1.424749196E-2
2.326934905E1,1.460700780E-1,-4.220985994E-2,-1.637795754E-2
2.327135978E1,1.492657810E-1,-4.114462435E-2,-1.531272475E-2
2.327337066E1,1.535267085E-1,-4.114462435E-2,-1.318225823E-2
2.327538170E1,1.609833390E-1,-4.007939249E-2,-1.531272475E-2
2.327739326E1,1.652442664E-1,-4.327509180E-2,-1.211702544E-2
2.327940535E1,1.695052087E-1,-4.753602296E-2,-1.318225823E-2
2.328141759E1,1.758965999E-1,-4.753602296E-2,-1.211702544E-2
2.328343024E1,1.822880059E-1,-5.286218971E-2,-9.986559860E-3
2.328544321E1,1.897446364E-1,-5.392742157E-2,-1.105179265E-2
2.328745634E1,1.940055639E-1,-5.818835273E-2,-9.986559860E-3
2.328946972E1,2.003969699E-1,-6.138405204E-2,-8.921326138E-3
2.329148311E1,2.057231218E-1,-6.671021879E-2,-7.856093347E-3
2.329349665E1,2.131797522E-1,-6.777545065E-2,-6.790860556E-3
2.329551030E1,2.185059190E-1,-7.203638554E-2,-5.725627299E-3
2.329752228E1,2.227668613E-1,-7.203638554E-2,-4.660394508E-3
2.329953436E1,2.291582525E-1,-7.416684926E-2,-3.595161485E-3
2.330154504E1,2.302234918E-1,-7.416684926E-2,-2.529928461E-3
2.330355597E1,2.366148829E-1,-7.523208112E-2,-1.464695437E-3
2.330556717E1,2.430062890E-1,-6.990591437E-2,6.657706108E-4
2.330757852E1,2.462019771E-1,-7.097115368E-2,-3.994623839E-4
2.330958998E1,2.462019771E-1,-6.884068251E-2,6.657706108E-4
2.331160160E1,2.493976802E-1,-6.671021879E-2,-3.994623839E-4
2.331361358E1,2.515281439E-1,-6.564498693E-2,2.796236658E-3
2.331562592E1,2.568543255E-1,-6.244928762E-2,2.796236658E-3
2.331763847E1,2.557890713E-1,-6.031882018E-2,3.861469682E-3
2.331965134E1,2.525933683E-1,-5.605788901E-2,4.926702939E-3
2.332166431E1,2.547238469E-1,-5.392742157E-2,5.991935730E-3
2.332367754E1,2.568543255E-1,-4.540555924E-2,5.991935730E-3
2.332569092E1,2.536586225E-1,-3.794892505E-2,9.187635034E-3
2.332770394E1,2.536586225E-1,-3.155753016E-2,1.025286783E-2
2.332971707E1,2.515281439E-1,-2.623136342E-2,1.344856713E-2
2.333172748E1,2.483324558E-1,-2.197043039E-2,1.557903271E-2
2.333373816E1,2.451367527E-1,-1.770949923E-2,1.770949923E-2
2.333574899E1,2.440715134E-1,-1.451379992E-2,1.983996481E-2
2.333776024E1,2.408758104E-1,-1.238333434E-2,2.197043039E-2
2.333977186E1,2.376801223E-1,-1.238333434E-2,2.197043039E-2
2.334178368E1,2.366148829E-1,-1.025286783E-2,2.410089783E-2
2.334379587E1,2.334191799E-1,-9.187635034E-3,2.623136342E-2
2.334580842E1,2.323539555E-1,-1.025286783E-2,2.836182900E-2
2.334782118E1,2.291582525E-1,-1.238333434E-2,2.836182900E-2
2.334983425E1,2.270277888E-1,-1.557903271E-2,2.623136342E-2
2.335184738E1,2.248973250E-1,-1.770949923E-2,2.942706272E-2
2.335386071E1,2.238320857E-1,-2.090519853E-2,2.942706272E-2
2.335587420E1,2.217016220E-1,-2.729659714E-2,2.942706272E-2
2.335788780E1,2.185059190E-1,-3.155753016E-2,2.942706272E-2
2.335990144E1,2.163754553E-1,-3.901416063E-2,2.836182900E-2
2.336191108E1,2.131797522E-1,-4.327509180E-2,3.049229458E-2
2.336392097E1,2.099840641E-1,-4.860125855E-2,2.942706272E-2
2.336593118E1,2.067883611E-1,-5.499265343E-2,2.836182900E-2
2.336794181E1,2.025274336E-1,-5.925358832E-2,2.729659714E-2
2.336995285E1,1.972012669E-1,-6.138405204E-2,2.623136342E-2
2.337196415E1,1.929403245E-1,-6.457975507E-2,2.623136342E-2
2.337397592E1,1.918751001E-1,-6.671021879E-2,2.197043039E-2
2.337598821E1,1.865489334E-1,-6.564498693E-2,2.303566411E-2
2.337800103E1,1.801575422E-1,-6.884068251E-2,2.090519853E-2
2.338001425E1,1.758965999E-1,-6.777545065E-2,1.983996481E-2
2.338202769E1,1.695052087E-1,-6.564498693E-2,1.877473295E-2
2.338404144E1,1.609833390E-1,-6.564498693E-2,1.770949923E-2
2.338605540E1,1.556571722E-1,-6.031882018E-2,1.344856713E-2
2.338806952E1,1.460700780E-1,-5.712312087E-2,1.344856713E-2
2.339008368E1,1.396786869E-1,-5.392742157E-2,1.025286783E-2
2.339209785E1,1.332872808E-1,-5.073172227E-2,1.025286783E-2
2.339411035E1,1.279611140E-1,-4.966649041E-2,8.122402243E-3
2.339612285E1,1.162435561E-1,-4.753602296E-2,5.991935730E-3
2.339813535E1,1.109173894E-1,-4.434032366E-2,4.926702939E-3
2.340014655E1,1.034607589E-1,-4.007939249E-2,5.991935730E-3
2.340215785E1,9.600412846E-2,-3.688369319E-2,5.991935730E-3
2.340416920E1,8.854749799E-2,-3.262276202E-2,3.861469682E-3
2.340618056E1,7.896039635E-2,-3.049229458E-2,5.991935730E-3
2.340819207E1,7.043853402E-2,-2.942706272E-2,5.991935730E-3
2.341020373E1,6.404713541E-2,-2.516612969E-2,7.057168987E-3
2.341221561E1,5.872096866E-2,-2.303566411E-2,8.122402243E-3
2.341422764E1,5.552527308E-2,-1.983996481E-2,9.187635034E-3
2.341623920E1,4.700340703E-2,-1.983996481E-2,1.025286783E-2
2.341825102E1,4.061200842E-2,-1.557903271E-2,1.238333434E-2
2.342026306E1,3.528584540E-2,-1.451379992E-2,1.451379992E-2
2.342227545E1,3.209014609E-2,-1.344856713E-2,1.451379992E-2
2.342428800E1,2.569874749E-2,-1.557903271E-2,1.877473295E-2
2.342630014E1,2.250304818E-2,-1.557903271E-2,1.664426550E-2
2.342831248E1,1.824211515E-2,-1.664426550E-2,1.983996481E-2
2.343032498E1,1.611164957E-2,-1.451379992E-2,2.197043039E-2
2.343233764E1,1.291595027E-2,-2.090519853E-2,2.303566411E-2
2.343435040E1,1.291595027E-2,-2.197043039E-2,2.516612969E-2
2.343636316E1,7.456631400E-3,-2.197043039E-2,2.729659714E-2
2.343837342E1,5.326164886E-3,-2.623136342E-2,2.836182900E-2
2.344038373E1,6.391398143E-3,-2.729659714E-2,2.942706272E-2
2.344239420E1,4.260932095E-3,-2.410089783E-2,3.049229458E-2
2.344440514E1,7.456631400E-3,-2.410089783E-2,3.155753016E-2
2.344641629E1,1.065232977E-2,-2.197043039E-2,3.262276202E-2
2.344842790E1,8.521864191E-3,-2.516612969E-2,3.368799388E-2
2.345043998E1,9.587096982E-3,-2.516612969E-2,3.475322574E-2
2.345245254E1,1.291595027E-2,-2.197043039E-2,3.688369319E-2
2.345446550E1,1.398118306E-2,-2.090519853E-2,3.581846133E-2
2.345647863E1,1.824211515E-2,-2.197043039E-2,3.581846133E-2
2.345849212E1,2.037258074E-2,-2.197043039E-2,3.688369319E-2
2.346050587E1,2.356828004E-2,-1.877473295E-2,3.475322574E-2
2.346251988E1,3.102491237E-2,-1.451379992E-2,3.475322574E-2
2.346453399E1,3.315537795E-2,-1.451379992E-2,3.262276202E-2
2.346654415E1,3.741630912E-2,-1.238333434E-2,3.688369319E-2
2.346855457E1,4.167724028E-2,-4.926702939E-3,3.475322574E-2
2.347056530E1,4.913387448E-2,-2.796236658E-3,3.368799388E-2
2.347257644E1,5.446003750E-2,2.529928461E-3,3.262276202E-2
2.347458795E1,5.659050494E-2,4.660394508E-3,3.155753016E-2
2.347659967E1,6.191666797E-2,5.725627299E-3,3.155753016E-2
2.347861181E1,6.298190355E-2,8.921326138E-3,3.049229458E-2
2.348062431E1,6.830807030E-2,1.211702544E-2,3.049229458E-2
2.348263722E1,7.363422960E-2,1.424749196E-2,2.942706272E-2
2.348465050E1,7.469946891E-2,1.637795754E-2,2.729659714E-2
2.348666399E1,7.682993263E-2,1.744319126E-2,2.836182900E-2
2.348867774E1,7.896039635E-2,1.850842312E-2,2.623136342E-2
2.349069160E1,8.322133124E-2,1.957365684E-2,2.516612969E-2
2.349270556E1,7.896039635E-2,1.850842312E-2,2.303566411E-2
2.349471952E1,7.896039635E-2,1.744319126E-2,2.197043039E-2
2.349672785E1,8.109086752E-2,1.424749196E-2,2.197043039E-2
2.349873629E1,8.109086752E-2,1.531272475E-2,2.090519853E-2
2.350074514E1,7.789516449E-2,1.105179265E-2,2.090519853E-2
2.350275457E1,7.682993263E-2,6.790860556E-3,1.983996481E-2
2.350476467E1,7.150376588E-2,6.790860556E-3,1.664426550E-2
2.350677530E1,6.937330216E-2,3.595161485E-3,1.451379992E-2
2.350878675E1,6.830807030E-2,4.660394508E-3,1.238333434E-2
2.351079894E1,6.298190355E-2,-6.657706108E-4,1.131810062E-2
2.351281186E1,6.191666797E-2,3.994623839E-4,9.187635034E-3
2.351482545E1,5.552527308E-2,-2.796236658E-3,9.187635034E-3
2.351683946E1,5.232957378E-2,-4.926702939E-3,7.057168987E-3
2.351885399E1,4.806863889E-2,-4.926702939E-3,4.926702939E-3
2.352086889E1,4.487293959E-2,-5.991935730E-3,1.731003635E-3
2.352288405E1,4.061200842E-2,-5.991935730E-3,6.657706108E-4
2.352489931E1,3.528584540E-2,-1.131810062E-2,-1.464695437E-3
2.352691092E1,3.102491237E-2,-1.344856713E-2,-3.595161485E-3
2.352892269E1,2.356828004E-2,-1.451379992E-2,-4.660394508E-3
2.353093462E1,1.930734888E-2,-1.983996481E-2,-6.790860556E-3
2.353294675E1,1.291595027E-2,-1.770949923E-2,-6.790860556E-3
2.353495905E1,8.521864191E-3,-1.983996481E-2,-5.725627299E-3
2.353697113E1,4.260932095E-3,-2.197043039E-2,-7.856093347E-3
2.353898337E1,-1.065233024E-3,-2.197043039E-2,-8.921326138E-3
2.354099576E1,-6.391398143E-3,-1.983996481E-2,-8.921326138E-3
2.354300837E1,-9.587096982E-3,-1.877473295E-2,-1.105179265E-2
2.354502108E1,-1.278279629E-2,-1.770949923E-2,-1.105179265E-2
2.354703175E1,-1.597849466E-2,-1.451379992E-2,-1.211702544E-2
2.354904264E1,-2.023942769E-2,-1.344856713E-2,-1.211702544E-2
2.355105379E1,-2.343512699E-2,-1.025286783E-2,-1.105179265E-2
2.355306524E1,-2.556559257E-2,-7.057168987E-3,-1.424749196E-2
2.355507702E1,-2.982652560E-2,-3.861469682E-3,-1.105179265E-2
2.355708894E1,-2.876129188E-2,-1.731003635E-3,-1.318225823E-2
2.355910123E1,-2.769605815E-2,1.464695437E-3,-9.986559860E-3
2.356111384E1,-2.769605815E-2,2.529928461E-3,-1.105179265E-2
2.356312675E1,-2.876129188E-2,4.660394508E-3,-1.105179265E-2
2.356513988E1,-2.556559257E-2,5.725627299E-3,-1.211702544E-2
2.356715306E1,-2.769605815E-2,6.790860556E-3,-1.105179265E-2
2.356916639E1,-2.343512699E-2,8.921326138E-3,-9.986559860E-3
2.357117983E1,-2.450035885E-2,6.790860556E-3,-8.921326138E-3
2.357319337E1,-2.023942769E-2,6.790860556E-3,-6.790860556E-3
2.357520691E1,-1.597849466E-2,5.725627299E-3,-5.725627299E-3
2.357721566E1,-1.491326280E-2,6.790860556E-3,-3.595161485E-3
2.357922472E1,-8.521864191E-3,8.921326138E-3,-2.529928461E-3
2.358123415E1,-2.130466048E-3,6.790860556E-3,-3.994623839E-4
2.358324410E1,1.065233024E-3,6.790860556E-3,6.657706108E-4
2.358525457E1,6.391398143E-3,5.725627299E-3,6.657706108E-4
2.358726550E1,1.065232977E-2,5.725627299E-3,1.731003635E-3
2.358927707E1,1.398118306E-2,7.856093347E-3,1.731003635E-3
2.359128925E1,2.250304818E-2,4.660394508E-3,1.731003635E-3
2.359330207E1,2.463351376E-2,5.725627299E-3,1.731003635E-3
2.359531540E1,2.995967865E-2,4.660394508E-3,2.796236658E-3
2.359732910E1,3.741630912E-2,1.464695437E-3,3.861469682E-3
2.359934321E1,4.061200842E-2,3.994623839E-4,2.796236658E-3
2.360135764E1,4.593817517E-2,-3.861469682E-3,4.926702939E-3
2.360337207E1,5.126433820E-2,-1.731003635E-3,3.861469682E-3
2.360538514E1,5.552527308E-2,-2.796236658E-3,3.861469682E-3
2.360739863E1,5.552527308E-2,-1.025286783E-2,5.991935730E-3
2.360940952E1,6.298190355E-2,-4.926702939E-3,5.991935730E-3
2.361142040E1,6.830807030E-2,-5.991935730E-3,4.926702939E-3
2.361343160E1,7.682993263E-2,-8.122402243E-3,4.926702939E-3
2.361544311E1,7.469946891E-2,-1.238333434E-2,8.122402243E-3
2.361745478E1,7.896039635E-2,-1.238333434E-2,7.057168987E-3
2.361946681E1,8.109086752E-2,-1.238333434E-2,7.057168987E-3
2.362147899E1,8.748225868E-2,-1.557903271E-2,8.122402243E-3
2.362349155E1,8.535179496E-2,-1.877473295E-2,9.187635034E-3
2.362550436E1,8.961272985E-2,-1.344856713E-2,9.187635034E-3
2.362751733E1,9.067796171E-2,-1.664426550E-2,9.187635034E-3
2.362953056E1,9.174319357E-2,-1.770949923E-2,1.131810062E-2
2.363154379E1,9.387365729E-2,-1.770949923E-2,1.344856713E-2
2.363355717E1,9.493889660E-2,-1.877473295E-2,1.451379992E-2
2.363557066E1,9.174319357E-2,-2.303566411E-2,1.664426550E-2
2.363758170E1,9.387365729E-2,-2.410089783E-2,1.770949923E-2
2.363959290E1,9.280842543E-2,-2.303566411E-2,1.877473295E-2
2.364160410E1,9.174319357E-2,-2.623136342E-2,2.090519853E-2
2.364361556E1,8.961272985E-2,-2.623136342E-2,2.090519853E-2
2.364562728E1,8.748225868E-2,-2.729659714E-2,2.197043039E-2
2.364763905E1,8.641702682E-2,-2.836182900E-2,2.303566411E-2
2.364965108E1,8.428656310E-2,-2.729659714E-2,2.410089783E-2
2.365166321E1,8.002562821E-2,-3.155753016E-2,2.623136342E-2
2.365367561E1,7.682993263E-2,-2.942706272E-2,2.729659714E-2
2.365568827E1,7.576470077E-2,-2.942706272E-2,2.516612969E-2
2.365770102E1,7.150376588E-2,-3.368799388E-2,2.623136342E-2
2.365971399E1,6.830807030E-2,-3.155753016E-2,2.623136342E-2
2.366172696E1,6.511236727E-2,-3.155753016E-2,2.516612969E-2
2.366374009E1,6.511236727E-2,-3.155753016E-2,2.623136342E-2
2.366575321E1,6.191666797E-2,-3.049229458E-2,2.516612969E-2
2.366776316E1,5.446003750E-2,-3.368799388E-2,2.623136342E-2
2.366977337E1,5.765573680E-2,-3.368799388E-2,2.516612969E-2
2.367178373E1,5.232957378E-2,-3.262276202E-2,2.197043039E-2
2.367379452E1,5.126433820E-2,-3.475322574E-2,2.410089783E-2
2.367580571E1,5.019910634E-2,-3.794892505E-2,2.303566411E-2
2.367781743E1,4.700340703E-2,-3.581846133E-2,2.090519853E-2
2.367982962E1,4.700340703E-2,-4.007939249E-2,1.983996481E-2
2.368184207E1,4.806863889E-2,-4.540555924E-2,1.983996481E-2
2.368385493E1,4.913387448E-2,-4.647079110E-2,1.983996481E-2
2.368586816E1,5.232957378E-2,-4.860125855E-2,1.877473295E-2
2.368788181E1,5.126433820E-2,-5.286218971E-2,1.983996481E-2
2.368989571E1,5.446003750E-2,-5.499265343E-2,1.877473295E-2
2.369190952E1,5.872096866E-2,-5.712312087E-2,1.983996481E-2
2.369392342E1,6.298190355E-2,-5.605788901E-2,2.090519853E-2
2.369593733E1,6.511236727E-2,-5.499265343E-2,1.983996481E-2
2.369795123E1,6.830807030E-2,-6.031882018E-2,2.197043039E-2
2.369996274E1,7.363422960E-2,-5.925358832E-2,2.090519853E-2
2.370197056E1,7.896039635E-2,-5.818835273E-2,2.410089783E-2
2.370397873E1,8.748225868E-2,-5.605788901E-2,2.303566411E-2
2.370598743E1,9.280842543E-2,-5.818835273E-2,2.623136342E-2
2.370799655E1,9.600412846E-2,-5.818835273E-2,2.729659714E-2
2.371000634E1,1.023955271E-1,-5.605788901E-2,2.836182900E-2
2.371201675E1,1.098521575E-1,-5.499265343E-2,2.942706272E-2
2.371402800E1,1.173087880E-1,-5.392742157E-2,3.049229458E-2
2.371604009E1,1.258306503E-1,-5.073172227E-2,3.155753016E-2
2.371805300E1,1.332872808E-1,-4.966649041E-2,3.368799388E-2
2.372006665E1,1.386134475E-1,-5.073172227E-2,3.581846133E-2
2.372208097E1,1.492657810E-1,-4.753602296E-2,3.688369319E-2
2.372409587E1,1.567224115E-1,-4.647079110E-2,3.688369319E-2
2.372611097E1,1.641790420E-1,-4.753602296E-2,4.007939249E-2
2.372812639E1,1.705704331E-1,-4.540555924E-2,4.220985994E-2
2.373014191E1,1.790923029E-1,-4.220985994E-2,4.434032366E-2
2.373215686E1,1.886793971E-1,-4.114462435E-2,4.540555924E-2
2.373417061E1,1.929403245E-1,-3.901416063E-2,4.966649041E-2
2.373617728E1,2.035926580E-1,-3.794892505E-2,4.966649041E-2
2.373818436E1,2.099840641E-1,-3.688369319E-2,5.499265343E-2
2.374019202E1,2.163754553E-1,-3.581846133E-2,5.499265343E-2
2.374220045E1,2.227668613E-1,-3.368799388E-2,5.818835273E-2
2.374420978E1,2.323539555E-1,-3.155753016E-2,6.244928762E-2
2.374621993E1,2.376801223E-1,-2.942706272E-2,6.457975507E-2
2.374823113E1,2.408758104E-1,-2.942706272E-2,6.671021879E-2
2.375024332E1,2.472672164E-1,-2.623136342E-2,6.884068251E-2
2.375225629E1,2.557890713E-1,-2.197043039E-2,6.777545065E-2
2.375427014E1,2.611152530E-1,-2.197043039E-2,6.990591437E-2
2.375628462E1,2.664414048E-1,-2.090519853E-2,6.990591437E-2
2.375829983E1,2.696371078E-1,-1.983996481E-2,6.990591437E-2
2.376031556E1,2.728328109E-1,-1.877473295E-2,6.884068251E-2
2.376233165E1,2.781589627E-1,-1.770949923E-2,7.097115368E-2
2.376434790E1,2.834851444E-1,-1.877473295E-2,7.097115368E-2
2.376636384E1,2.856155932E-1,-1.344856713E-2,6.884068251E-2
2.376837295E1,2.888112962E-1,-1.344856713E-2,6.884068251E-2
2.377038212E1,2.920069993E-1,-1.451379992E-2,6.777545065E-2
2.377239238E1,2.941374779E-1,-1.131810062E-2,6.671021879E-2
2.377440285E1,2.930722237E-1,-8.122402243E-3,6.457975507E-2
2.377641363E1,2.952027023E-1,-2.796236658E-3,6.564498693E-2
2.377842478E1,2.962679267E-1,-6.657706108E-4,6.671021879E-2
2.378043649E1,2.973331809E-1,5.725627299E-3,6.457975507E-2
2.378244879E1,2.973331809E-1,1.318225823E-2,6.244928762E-2
2.378446165E1,2.973331809E-1,1.531272475E-2,6.351451576E-2
2.378647488E1,2.941374779E-1,1.850842312E-2,6.244928762E-2
2.378848852E1,2.952027023E-1,2.170412242E-2,6.138405204E-2
2.379050254E1,2.920069993E-1,2.489982173E-2,6.138405204E-2
2.379251686E1,2.920069993E-1,3.022598661E-2,6.031882018E-2
2.379453134E1,2.877460718E-1,2.703028731E-2,5.925358832E-2
2.379654321E1,2.856155932E-1,3.022598661E-2,5.925358832E-2
2.379855509E1,2.813546658E-1,3.022598661E-2,5.712312087E-2
2.380056717E1,2.802894413E-1,3.235645220E-2,5.605788901E-2
2.380257946E1,2.738980353E-1,2.916075476E-2,5.499265343E-2
2.380459191E1,2.717675865E-1,2.809552103E-2,5.392742157E-2
2.380660410E1,2.653761804E-1,2.703028731E-2,5.286218971E-2
2.380861649E1,2.600499988E-1,2.703028731E-2,4.860125855E-2
2.381062905E1,2.536586225E-1,2.489982173E-2,4.540555924E-2
2.381264175E1,2.493976802E-1,2.276935615E-2,4.220985994E-2
2.381465457E1,2.419410497E-1,2.170412242E-2,4.114462435E-2
2.381666639E1,2.334191799E-1,2.063889056E-2,3.581846133E-2
2.381867837E1,2.259625494E-1,2.063889056E-2,3.262276202E-2
2.382069050E1,2.206363827E-1,1.957365684E-2,2.623136342E-2
2.382270285E1,2.121145278E-1,1.744319126E-2,2.090519853E-2
2.382471535E1,2.046578974E-1,1.744319126E-2,1.344856713E-2
2.382672603E1,1.972012669E-1,1.637795754E-2,4.926702939E-3
2.382873696E1,1.886793971E-1,1.850842312E-2,-5.725627299E-3
2.383074816E1,1.833532304E-1,2.276935615E-2,-1.531272475E-2
2.383275967E1,1.758965999E-1,2.276935615E-2,-2.383458801E-2
2.383477149E1,1.727008969E-1,2.170412242E-2,-3.448691964E-2
2.383678342E1,1.663095057E-1,1.318225823E-2,-3.981308267E-2
2.383879571E1,1.577876359E-1,3.994623839E-4,-4.620448127E-2
2.384080832E1,1.535267085E-1,-8.122402243E-3,-5.259587988E-2
2.384282123E1,1.450048387E-1,-1.238333434E-2,-5.792204663E-2
2.384483436E1,1.364829838E-1,-1.664426550E-2,-6.111774594E-2
2.384684748E1,1.322220564E-1,-1.557903271E-2,-6.857437640E-2
2.384886076E1,1.268958896E-1,-1.238333434E-2,-7.603100687E-2
2.385087415E1,1.215697154E-1,-8.122402243E-3,-8.242240548E-2
2.385288759E1,1.173087880E-1,-4.926702939E-3,-8.774857223E-2
2.385490102E1,1.119826213E-1,-2.796236658E-3,-9.413997084E-2
2.385690978E1,1.077216864E-1,-3.861469682E-3,-9.946613014E-2
2.385891884E1,1.045259908E-1,-4.926702939E-3,-1.037270650E-1
2.386092827E1,9.813459218E-2,-9.187635034E-3,-1.037270650E-1
2.386293816E1,9.600412846E-2,-1.025286783E-2,-1.058575287E-1
2.386494858E1,8.854749799E-2,-1.025286783E-2,-1.058575287E-1
2.386695941E1,8.641702682E-2,-1.131810062E-2,-1.026618332E-1
2.386897087E1,8.109086752E-2,-9.187635034E-3,-1.015966013E-1
2.387098295E1,7.789516449E-2,-1.131810062E-2,-9.840089828E-2
2.387299571E1,7.469946891E-2,-9.187635034E-3,-9.627043456E-2
2.387500910E1,6.937330216E-2,-1.131810062E-2,-9.307473898E-2
2.387702285E1,6.511236727E-2,-9.187635034E-3,-8.987903595E-2
2.387903707E1,6.085143611E-2,-9.187635034E-3,-8.561810106E-2
2.388105160E1,6.191666797E-2,-5.991935730E-3,-8.029194176E-2
2.388306639E1,5.765573680E-2,-4.926702939E-3,-7.816147059E-2
2.388508129E1,5.552527308E-2,-3.861469682E-3,-7.390054315E-2
2.388709274E1,5.552527308E-2,-3.861469682E-3,-6.963960826E-2
2.388910436E1,5.339480564E-2,3.994623839E-4,-6.537867337E-2
2.389111613E1,5.339480564E-2,3.994623839E-4,-6.111774594E-2
2.389312811E1,5.019910634E-2,4.660394508E-3,-5.792204663E-2
2.389514030E1,5.019910634E-2,2.529928461E-3,-5.366111174E-2
2.389715248E1,4.806863889E-2,6.790860556E-3,-5.046541616E-2
2.389916488E1,4.913387448E-2,6.790860556E-3,-4.513924941E-2
2.390117743E1,5.126433820E-2,1.105179265E-2,-4.194355011E-2
2.390319014E1,5.126433820E-2,1.105179265E-2,-3.768261895E-2
2.390520295E1,5.232957378E-2,1.318225823E-2,-3.342168778E-2
2.390721394E1,5.339480564E-2,1.957365684E-2,-3.022598661E-2
2.390922514E1,5.446003750E-2,2.276935615E-2,-2.596505545E-2
2.391123655E1,5.872096866E-2,2.383458801E-2,-2.170412242E-2
2.391324826E1,6.298190355E-2,2.596505545E-2,-1.850842312E-2
2.391526024E1,6.511236727E-2,3.235645220E-2,-1.531272475E-2
2.391727233E1,6.937330216E-2,3.342168778E-2,-1.211702544E-2
2.391928467E1,7.256899774E-2,3.555215150E-2,-8.921326138E-3
2.392129722E1,7.576470077E-2,3.448691964E-2,-4.660394508E-3
2.392331004E1,7.789516449E-2,3.768261895E-2,-2.529928461E-3
2.392532306E1,8.322133124E-2,3.555215150E-2,1.731003635E-3
2.392733613E1,8.641702682E-2,3.661738336E-2,3.861469682E-3
2.392934931E1,9.387365729E-2,3.448691964E-2,7.057168987E-3
2.393136254E1,9.493889660E-2,3.235645220E-2,8.122402243E-3
2.393337280E1,9.813459218E-2,3.235645220E-2,8.122402243E-3
2.393538306E1,1.002650559E-1,3.129122034E-2,1.025286783E-2
2.393739405E1,1.045259908E-1,2.916075476E-2,1.238333434E-2
2.393940514E1,1.055912226E-1,2.916075476E-2,1.344856713E-2
2.394141639E1,1.055912226E-1,2.596505545E-2,1.451379992E-2
